id,name,code,municipality_id:id
par_laceiba,La Ceiba,509,mu_laceiba
par_lacienaga,La Cienaga,510,mu_zamora_fal
par_laconcepcioncar,La Concepcion,511,mu_carache
par_laconcepcionpam,La Concepcion,512,mu_pampanito
par_laconcepcion,La Concepcion,513,mu_jesusenriquelossada
par_laconcordia,La Concordia,514,mu_sancristobal
par_lacruz,La Cruz,515,mu_maturin
par_lademocracia,La Democracia,516,mu_tomaslander
par_ladolorita,La Dolorita,517,mu_sucre_mir
par_laesmeralda,La Esmeralda,518,mu_altoorinoco
par_laesperanza,La Esperanza,519,mu_andresbello_tru
par_laestacion,La Estacion,520,mu_ospino
par_laflorida,La Florida,521,mu_cardenas
par_lafria,La Fria,522,mu_garciadehevia
par_lagrita,La Grita,523,mu_jauregui
par_laguaira,La Guaira,524,mu_vargas
par_laguanota,La Guanota,525,mu_caripe
par_laluz,La Luz,526,mu_obispos
par_lamesa_cam,La Mesa,527,mu_campoelias
par_lamesa,La Mesa,528,mu_urdaneta_tru
par_lapalmita,La Palmita,529,mu_panamericano
par_lapastoralib,La Pastora,530,mu_libertador_dis
par_lapastoraaco,La Pastora,531,mu_acosta_fal
par_lapaz,La Paz,532,mu_pampan
par_lapena,La Pena,533,mu_bolivar_fal
par_lapetrolea,La Petrolea,534,mu_junin
par_lapica,La Pica,535,mu_maturin
par_lapueblita,La Pueblita,536,mu_betijoque
par_lapuerta,La Puerta,537,mu_valera
par_laquebrada,La Quebrada,538,mu_urdaneta_tru
par_laromerena,La Romerena,539,mu_libertad_anz
par_larosa,La Rosa,540,mu_cabimas
par_lasabanita,La Sabanita,541,mu_angosturadelorinoco
par_lasierrita,La Sierrita,542,mu_mara
par_lasoledad,La Soledad,543,mu_zamora_fal
par_latendida,La Tendida,544,mu_samueldariomaldonado
par_latoma,La Toma,545,mu_rangel
par_latoscana,La Toscana,546,mu_piar_mon
par_latrampa,La Trampa,547,mu_sucre_mer
par_latrinidadrom,La Trinidad,548,mu_romulogallegos_apu
par_latrinidadla,La Trinidad,549,mu_latrinidad
par_launionari,La Union,550,mu_arismendi_bar
par_launionesc,La Union,551,mu_escuque
par_laurbana,La Urbana,552,mu_cedeno_bol
par_lavega,La Vega,553,mu_libertador_dis
par_laveladecoro,La Vela De Coro,554,mu_colina
par_laventa,La Venta,555,mu_miranda_mer
par_lavictoria,La Victoria,556,mu_valmorerodriguez
par_lagunillas,Lagunillas,557,mu_sucre_mer
par_lara,Lara,558,mu_torres
par_lasalhuacas,Las Alhuacas,559,mu_libertador_mon
par_lasbrisas,Las Brisas,560,mu_cristobalrojas
par_lascalderas,Las Calderas,561,mu_colina
par_lascocuizas,Las Cocuizas,562,mu_maturin
par_lasdelicias,Las Delicias,563,mu_girardot_ara
par_lasguacamayas,Las Guacamayas,564,mu_josefelixribas_ara
par_lasmajadas,Las Majadas,565,mu_sucre_bol
par_lasmercedes_las,Las Mercedes,566,mu_lasmercedes
par_lasmercedes,Las Mercedes,567,mu_torres
par_lasminasdebaruta,Las Minas De Baruta,568,mu_baruta
par_lasparcelas,Las Parcelas,569,mu_mara
par_laspenitas,Las Penitas,570,mu_urdaneta_ara
par_laspiedras,Las Piedras,571,mu_cardenalquintero
par_lasvegasdeltuy,Las Vegas Del Tuy,572,mu_union
par_lassodelavega,Lasso De La Vega,573,mu_libertador_mer
par_lecherias,Lecherias,574,mu_diegobautistaurbaneja
par_leonardoruizpineda,Leonardo Ruiz Pineda,575,mu_tucupita
par_leonciomartinez,Leoncio Martinez,576,mu_sucre_mir
par_libertadroj,Libertad,577,mu_rojas
par_libertadcaj,Libertad,578,mu_cajigal
par_libertadlag,Libertad,579,mu_lagunillas
par_libertadmac,Libertad,580,mu_machiquesdeperija
par_libertaddecojedes,Libertad De Cojedes,581,mu_ricaurte
par_libertaddeorituco,Libertad De Orituco,582,mu_josetadeomonagas
par_libertadorped,Libertador,583,mu_pedromariafreites
par_libertadoraco,Libertador,584,mu_acosta_fal
par_libertadorbar,Libertador,585,mu_baralt
par_lobatera,Lobatera,586,mu_lobatera
par_losbarales,Los Barales,587,mu_tubores
par_losbarrancosdefajardo,Los Barrancos De Fajardo,588,mu_sotillo
par_loscaprichos,Los Caprichos,589,mu_josefelipemarquezcanizales
par_loscedros,Los Cedros,590,mu_betijoque
par_loscortijos,Los Cortijos,591,mu_sanfrancisco_zul
par_losguasimitos,Los Guasimitos,592,mu_obispos
par_losguayos,Los Guayos,593,mu_losguayos
par_losnevados,Los Nevados,594,mu_libertador_mer
par_lostacariguas,Los Tacariguas,595,mu_girardot_ara
par_lostaques,Los Taques,596,mu_lostaques
par_losteques,Los Teques,597,mu_guaicaipuro
par_luisalbertogomez,Luis Alberto Gomez,598,mu_autonomoatures
par_luisbeltranprietofigueroa,Luis Beltran Prieto Figueroa,599,mu_pedernales
par_luisdevicente,Luis De Vicente,600,mu_mara
par_luishurtadohiguera,Luis Hurtado Higuera,601,mu_maracaibo
par_macapo,Macapo,602,mu_limablanco
par_macarao,Macarao,603,mu_libertador_dis
par_macarapana,Macarapana,604,mu_bermudez
par_machurucuto,Machurucuto,605,mu_pedrogual
par_macuto,Macuto,606,mu_vargas
par_madremariadesanjose,Madre Maria De San Jose,607,mu_girardot_ara
par_magdaleno,Magdaleno,608,mu_zamora_ara
par_maiquetia,Maiquetia,609,mu_vargas
par_mamo,Mamo,610,mu_independencia_anz
par_mamporal,Mamporal,611,mu_buroz
par_maneiro,Maneiro,612,mu_maneiro
par_manicuare,Manicuare,613,mu_cruzsalmeronacosta
par_mantecal,Mantecal,614,mu_munoz
par_manueldagnino,Manuel Dagnino,615,mu_maracaibo
par_manuelfeliperugeles,Manuel Felipe Rugeles,616,mu_libertad_tac
par_manuelguanipamatos,Manuel Guanipa Matos,617,mu_baralt
par_manuelmanriqueeze,Manuel Manrique,618,mu_ezequielzamora_coj
par_manuelmanriquesim,Manuel Manrique,619,mu_simonbolivar_zul
par_manuelmonge,Manuel Monge,620,mu_manuelmonge
par_manuelmorillo,Manuel Morillo,621,mu_torres
par_manuelpalaciofajardo,Manuel Palacio Fajardo,622,mu_barinas
par_manuelpiar,Manuel Piar,623,mu_casacoima
par_manuelrenaud,Manuel Renaud,624,mu_antoniodiaz
par_manuelsalvadorulloa,Manuel Salvador Ulloa,625,mu_candelaria
par_maparari,Maparari,626,mu_federacion
par_mapire,Mapire,627,mu_josegregoriomonagas
par_marabal,Marabal,628,mu_marino
par_marawakatokyshamanana,Marawaka Toky Shamanana,629,mu_altoorinoco
par_marcelinobriceno,Marcelino Briceno,630,mu_baralt
par_marcialhernandez,Marcial Hernandez,631,mu_sanfrancisco_zul
par_marhuanta,Marhuanta,632,mu_angosturadelorinoco
par_mariadelaconcepcionpalaciosb,Maria De La Concepcion Palacios B,633,mu_tuliofebrescordero
par_marianoparraleon,Mariano Parra Leon,634,mu_jesusenriquelossada
par_marianopiconsalas,Mariano Picon Salas,635,mu_libertador_mer
par_mariara,Mariara,636,mu_diegoibarra
par_marino,Marino,637,mu_andreseloyblanco_suc
par_mariscalantoniojosedesucre,Mariscal Antonio Jose De Sucre,638,mu_tucupita
par_marizapa,Marizapa,639,mu_acevedo
par_maroa,Maroa,640,mu_autonomomaroa
par_masparrito,Masparrito,641,mu_cruzparedes
par_mataruca,Mataruca,642,mu_colina
par_matasiete,Matasiete,643,mu_gomez
par_matrizcam,Matriz,644,mu_campoelias
par_matriztru,Matriz,645,mu_trujillo
par_mavakamavaka,Mavaka Mavaka,646,mu_altoorinoco
par_medioventuari,Medio Ventuari,647,mu_autonomomanapiare
par_mendozadelvalle,Mendoza del Valle,648,mu_valera
par_menedemauroa,Mene De Mauroa,649,mu_mauroa
par_mercedesdiaz,Mercedes Diaz,650,mu_valera
par_mesabolivar,Mesa Bolivar,651,mu_antoniopintosalinas
par_mesadelaspalmas,Mesa De Las Palmas,652,mu_antoniopintosalinas
par_mesadequintero,Mesa De Quintero,653,mu_guaraque
par_michelena,Michelena,654,mu_michelena
par_migueloterosilva,Miguel Otero Silva,655,mu_simonrodriguez_anz
par_miguelpena,Miguel Pena,656,mu_valencia
par_milla,Milla,657,mu_libertador_mer
par_miranda,Miranda,658,mu_miranda_mer
par_mitare,Mitare,659,mu_miranda_fal
par_moitaco,Moitaco,660,mu_sucre_bol
par_monagas,Monagas,661,mu_almirantepadilla
par_monsenorargimirogarcia,Monsenor Argimiro Garcia,662,mu_tucupita
par_monsenorarturocelestinoalvarez,Monsenor Arturo Celestino alvarez,663,mu_sucre_zul
par_monsenorcarrillo,Monsenor Carrillo,664,mu_trujillo
par_monsenorfelicianogonz,Monsenor Feliciano Gonz,665,mu_franciscolinaresalcantara
par_monsenorjauregui,Monsenor Jauregui,666,mu_bocono
par_monsenormarcossergiogodoy,Monsenor Marcos Sergio Godoy,667,mu_mara
par_monsenormiguelantoniosalas,Monsenor Miguel Antonio Salas,668,mu_jauregui
par_montalbanmon,Montalban,669,mu_montalban
par_montalbancam,Montalban,670,mu_campoelias
par_montanaverde,Montana Verde,671,mu_torres
par_montecarmelo,Monte Carmelo,672,mu_montecarmelo
par_montesdeoca,Montes De Oca,673,mu_torres
par_moralito,Moralito,674,mu_colon
par_moran,Moran,675,mu_moran
par_moronjua,Moron,676,mu_juanjosemora
par_moronsan,Moron,677,mu_santabarbara
par_moroturo,Moroturo,678,mu_urdaneta_lar
par_moruy,Moruy,679,mu_falcon
par_mosquey,Mosquey,680,mu_bocono
par_motatan,Motatan,681,mu_motatan
par_mucuchachi,Mucuchachi,682,mu_arzobispochacon
par_mucuchies,Mucuchies,683,mu_rangel
par_mucuritas,Mucuritas,684,mu_achaguas
par_mucuruba,Mucuruba,685,mu_rangel
par_mucutuy,Mucutuy,686,mu_arzobispochacon
par_munduapo,Munduapo,687,mu_autonomoautana
par_naguanagua,Naguanagua,688,mu_naguanagua
par_naiguata,Naiguata,689,mu_vargas
par_naricual,Naricual,690,mu_simonbolivar_anz
par_negroprimero,Negro Primero,691,mu_valencia
par_nicolaspulido,Nicolas Pulido,692,mu_antoniojosedesucre
par_nirgua,Nirgua,693,mu_nirgua
par_norte,Norte,694,mu_carirubana
par_nuestrasenoradelrosariodebarut,Nuestra Senora Del Rosario De Barut,695,mu_baruta
par_nuevaarcadia,Nueva Arcadia,696,mu_pedromariaurena
par_nuevabolivia,Nueva Bolivia,697,mu_tuliofebrescordero
par_nuevacua,Nueva Cua,698,mu_urdaneta_mir
par_obispos,Obispos,699,mu_obispos
par_ocumaredelacosta,Ocumare De La Costa,700,mu_ocumaredelacostadeoro
par_ocumaredeltuy,Ocumare Del Tuy,701,mu_tomaslander
par_olegariovillalobos,Olegario Villalobos,702,mu_maracaibo
par_ollasdecaramacate,Ollas De Caramacate,703,mu_sancasimiro
par_oncedeabril,Once De Abril,704,mu_caroni
par_onoto,Onoto,705,mu_juanmanuelcajigal
par_orinoco,Orinoco,706,mu_angosturadelorinoco
par_ortiz,Ortiz,707,mu_ortiz
par_ospino,Ospino,708,mu_ospino
par_osunarodriguez,Osuna Rodriguez,709,mu_libertador_mer
par_padrebarralsanfranciscodeguayo,Padre Barral San Francisco de Guayo,710,mu_antoniodiaz
par_padrepedrochien,Padre Pedro Chien,711,mu_padrepedrochien
par_paez,Paez,712,mu_pedraza
par_palaciosfajardo,Palacios Fajardo,713,mu_rojas
par_palmasola,Palmasola,714,mu_palmasola
par_palmirajul,Palmira,715,mu_juliocesarsalas
par_palmiragua,Palmira,716,mu_guasimos
par_palonegro,Palo Negro,717,mu_libertador_ara
par_palotal,Palotal,718,mu_bolivar_tac
par_pampan,Pampan,719,mu_pampan
par_pampanitoii,Pampanito II,720,mu_pampanito
par_panamericana,Panamericana,721,mu_carache
par_panapana,Panapana,722,mu_angosturadelorinoco
par_panaquire,Panaquire,723,mu_acevedo
par_paodezarate,Pao De Zarate,724,mu_josefelixribas_ara
par_paparo,Paparo,725,mu_paez_mir
par_papelon,Papelon,726,mu_papelon
par_paracotos,Paracotos,727,mu_guaicaipuro
par_paraisodesanjose,Paraiso De San Jose,728,mu_jimenez
par_parapara,Parapara,729,mu_juangermanroscio
par_parhuena,Parhuena,730,mu_autonomoatures
par_pariaguan,Pariaguan,731,mu_franciscodemiranda_anz
par_pasorealdemacaira,Paso Real De Macaira,732,mu_josetadeomonagas
par_patanemo,Patanemo,733,mu_puertocabello
par_pauji,Pauji,734,mu_federacion
par_payara,Payara,735,mu_paez_por
par_pecaya,Pecaya,736,mu_sucre_fal
par_pedernales,Pedernales,737,mu_pedernales
par_pedregal,Pedregal,738,mu_democracia
par_pedrobricenomendez,Pedro Briceno Mendez,739,mu_ezequielzamora_bar
par_pedrocova,Pedro Cova,740,mu_piar_bol
par_pedrojoseovalles,Pedro Jose Ovalles,741,mu_girardot_ara
par_pedrolucasurribarri,Pedro Lucas Urribarri,742,mu_santarita
par_pedromariamorantes,Pedro Maria Morantes,743,mu_sancristobal
par_penablanca,Pena Blanca,744,mu_monsenorjosevicentedeunda
par_penalver,Penalver,745,mu_sanfernando
par_petare,Petare,746,mu_sucre_mir
par_piar,Piar,747,mu_josegregoriomonagas
par_piedragrande,Piedra Grande,748,mu_democracia
par_pijiguaos,Pijiguaos,749,mu_cedeno_bol
par_pimpinela,Pimpinela,750,mu_paez_por
par_pinango,Pinango,751,mu_miranda_mer
par_piotamayo,Pio Tamayo,752,mu_andreseloyblanco_lar
par_piritupir,Piritu,753,mu_piritu_anz
par_pirituest,Piritu,754,mu_esteller
par_platanillal,Platanillal,755,mu_autonomoatures
par_porlamar,Porlamar,756,mu_santiagomarino_nue
par_potosi,Potosi,757,mu_uribante
par_potreritos,Potreritos,758,mu_lacanadadeurdaneta
par_pozoverde,Pozo Verde,759,mu_caroni
par_pozuelos,Pozuelos,760,mu_juanantoniosotillo
par_pregonero,Pregonero,761,mu_uribante
par_presidentebetancourt,Presidente Betancourt,762,mu_albertoadriani
par_presidentepaez,Presidente Paez,763,mu_albertoadriani
par_presidenteromulogallegos,Presidente Romulo Gallegos,764,mu_albertoadriani
par_pueblocumarebo,Pueblo Cumarebo,765,mu_zamora_fal
par_pueblollano,Pueblo Llano,766,mu_pueblollano
par_pueblonuevo,Pueblo Nuevo,767,mu_santaana
par_pueblonuevofal,Pueblo Nuevo,768,mu_falcon
par_pueblonuevobar,Pueblo Nuevo,769,mu_baralt
par_pueblonuevodelsur,Pueblo Nuevo Del Sur,770,mu_sucre_mer
par_puertocumarebo,Puerto Cumarebo,771,mu_zamora_fal
par_puertodenutrias,Puerto De Nutrias,772,mu_sosa
par_puertolacruz,Puerto La Cruz,773,mu_juanantoniosotillo
par_puertomiranda,Puerto Miranda,774,mu_camaguan
par_puertopiritu,Puerto Piritu,775,mu_fernandodepenalver
par_puertosanto,Puerto Santo,776,mu_arismendi_suc
par_puertovivas,Puerto Vivas,777,mu_andreseloyblanco_bar
par_pulidomendez,Pulido Mendez,778,mu_albertoadriani
par_puntacardon,Punta Cardon,779,mu_carirubana
par_puntademata,Punta De Mata,780,mu_ezequielzamora_mon
par_puntadepiedras,Punta De Piedras,781,mu_valdez
par_puntagorda,Punta Gorda,782,mu_cabimas
par_purureche,Purureche,783,mu_democracia
par_quebradahondadeguache,Quebrada Honda De Guache,784,mu_andreseloyblanco_lar
par_queserasdelmedio,Queseras Del Medio,785,mu_achaguas
par_quinimari,Quinimari,786,mu_junin
par_quintero,Quintero,787,mu_munoz
par_quiriquire,Quiriquire,788,mu_punceres
par_rafaelmariabaralt,Rafael Maria Baralt,789,mu_simonbolivar_zul
par_rafaelrangel,Rafael Rangel,790,mu_bocono
par_rafaelurdanetavale,Rafael Urdaneta,791,mu_valencia
par_rafaelurdanetasim,Rafael Urdaneta,792,mu_simonbolivar_zul
par_rafaelurdanetaval,Rafael Urdaneta,793,mu_valmorerodriguez
par_ramon_ignacio_mendez_bar,Ramon Ignacio Mendez,794,mu_barinas
par_ramonignaciomendez,Ramon Ignacio Mendez,795,mu_ezequielzamora_bar
par_ramonperaza,Ramon Peraza,796,mu_paez_por
par_raulcuenca,Raul Cuenca,797,mu_valmorerodriguez
par_raulleoniang,Raul Leoni,798,mu_angostura
par_raulleonisuc,Raul Leoni,799,mu_sucre_zul
par_raulleonimar,Raul Leoni,800,mu_maracaibo
par_rendon,Rendon,801,mu_ribero
par_reyesdevargas,Reyes de Vargas,802,mu_torres
par_ribas,Ribas,803,mu_acevedo
par_ricaurte,Ricaurte,804,mu_mara
par_rinconhondo,Rincon Hondo,805,mu_munoz
par_rioacarigua,Rio Acarigua,806,mu_araure
par_riocaribe,Rio Caribe,807,mu_arismendi_suc
par_riochico,Rio Chico,808,mu_paez_mir
par_riogrande,Rio Grande,809,mu_padrepedrochien
par_rio_negro_gua,Rio Negro,810,mu_guaraque
par_rionegro,Rio Negro,811,mu_machiquesdeperija
par_rioseco,Rio Seco,812,mu_miranda_fal
par_rodriguezdominguez,Rodriguez Dominguez,813,mu_albertoarvelotorrealba
par_romancardenas,Roman Cardenas,814,mu_independencia_tac
par_romulobetancourtbar,Romulo Betancourt,815,mu_barinas
par_romulobetancourtcab,Romulo Betancourt,816,mu_cabimas
par_romulogallegosrom,Romulo Gallegos,817,mu_romulogallegos_apu
par_romulogallegoscas,Romulo Gallegos,818,mu_casacoima
par_romulogallegosand,Romulo Gallegos,819,mu_andreseloyblanco_suc
par_romulogallegossuc,Romulo Gallegos,820,mu_sucre_tac
par_roscio,Roscio,821,mu_roscio
par_rubio,Rubio,822,mu_junin
par_sabanademendoza,Sabana De Mendoza,823,mu_sucre_tru
par_sabanadepiedra,Sabana De Piedra,824,mu_caripe
par_sabanadeuchire,Sabana De Uchire,825,mu_manuelezequielbruzual
par_sabanagrande,Sabana Grande,826,mu_bolivar_suc
par_sabanalibre,Sabana Libre,827,mu_escuque
par_sabanetaalb,Sabaneta,828,mu_albertoarvelotorrealba
par_sabanetamir,Sabaneta,829,mu_miranda_fal
par_sagrario,Sagrario,830,mu_libertador_mer
par_salomros,Salom,831,mu_roscio
par_salomnir,Salom,832,mu_nirgua
par_samandeguere,Saman De Guere,833,mu_santiagomarino_ara
par_samariapo,Samariapo,834,mu_autonomoautana
par_sanagustinlib,San Agustin,835,mu_libertador_dis
par_sanagustincar,San Agustin,836,mu_caripe
par_sanandres,San Andres,837,mu_pena
par_sanantonioaris,San Antonio,838,mu_arismendi_nue
par_sanantoniomir,San Antonio,839,mu_miranda_fal
par_sanantonioari,San Antonio,840,mu_aricagua
par_sanantonioaco,San Antonio,841,mu_acosta_mon
par_sanantoniodeirapa,San Antonio De Irapa,842,mu_marino
par_sanantoniodelosaltos,San Antonio De Los Altos,843,mu_lossalias
par_sanantoniodeyare,San Antonio De Yare,844,mu_simonbolivar_mir
par_sanantoniodelgolfo,San Antonio del Golfo,845,mu_mejia
par_sanantoniodeltachira,San Antonio del Tachira,846,mu_bolivar_tac
par_sanbenito,San Benito,847,mu_cabimas
par_sanbernardino,San Bernardino,848,mu_libertador_dis
par_sanblas,San Blas,849,mu_valencia
par_sancamilo,San Camilo,850,mu_paez_apu
par_sancarlosdeaustria,San Carlos De Austria,851,mu_ezequielzamora_coj
par_sancarlosderionegro,San Carlos De Rio Negro,852,mu_autonomorionegro
par_sancasimiro,San Casimiro,853,mu_sancasimiro
par_sancristobal_sim,San Cristobal,854,mu_simonbolivar_anz
par_sancristobaldetorondoy,San Cristobal De Torondoy,855,mu_justobriceno
par_sandiego,San Diego,856,mu_sandiego
par_sandiegodecabrutica,San Diego De Cabrutica,857,mu_josegregoriomonagas
par_sanfelipe,San Felipe,858,mu_sanfelipe
par_sanfelixmau,San Felix,859,mu_mauroa
par_sanfelixced,San Felix,860,mu_cedeno_bol
par_sanfernando_san,San Fernando,861,mu_sanfernando
par_sanfernando,San Fernando,862,mu_montes
par_sanfernandodeatabapo,San Fernando de Atabapo,863,mu_autonomoatabapo
par_sanfernandodelguapo,San Fernando Del Guapo,864,mu_paez_mir
par_sanfranciscopir,San Francisco,865,mu_piritu_anz
par_sanfranciscoang,San Francisco,866,mu_angostura
par_sanfranciscosan,San Francisco,867,mu_sanfrancisco_zul
par_sanfranciscotov,San Francisco,868,mu_tovar_mer
par_sanfranciscoaco,San Francisco,869,mu_acosta_mon
par_sanfranciscopen,San Francisco,870,mu_peninsulademacanao
par_sanfranciscodeasis,San Francisco De Asis,871,mu_zamora_ara
par_sanfranciscodecara,San Francisco De Cara,872,mu_urdaneta_ara
par_sanfranciscodemacaira,San Francisco De Macaira,873,mu_josetadeomonagas
par_sanfranciscodetiznados,San Francisco De Tiznados,874,mu_ortiz
par_sanfranciscodeyare,San Francisco De Yare,875,mu_simonbolivar_mir
par_sanfranciscojavierdelezama,San Francisco Javier de Lezama,876,mu_josetadeomonagas
par_sangabriel,San Gabriel,877,mu_miranda_fal
par_sanisidrosif,San Isidro,878,mu_sifontes
par_sanisidromar,San Isidro,879,mu_maracaibo
par_sanisidrolabrador,San Isidro Labrador,880,mu_turen
par_sanjavier,San Javier,881,mu_sanfelipe
par_san_joaquin_ana,San Joaquin,882,mu_anaco
par_sanjoaquin,San Joaquin,883,mu_sanjoaquin
par_sanjoaquindenavay,San Joaquin De Navay,884,mu_libertador_tac
par_sanjoseval,San Jose,885,mu_valencia
par_sanjosetuc,San Jose,886,mu_tucupita
par_sanjoselib,San Jose,887,mu_libertador_dis
par_sanjoseboc,San Jose,888,mu_bocono
par_sanjosecan,San Jose,889,mu_candelaria
par_sanjose,San Jose,890,mu_jesusenriquelossada
par_sanjosemir,San Jose,891,mu_miranda_zul
par_sanjosedeaerocuar,San Jose De Aerocuar,892,mu_andresmata
par_sanjosedebarlovento,San Jose De Barlovento,893,mu_andresbello_mir
par_sanjosedebolivar,San Jose de Bolivar,894,mu_franciscodemiranda_tac
par_sanjosedeguanipaeltigrito,San Jose De Guanipa EL Tigrito,895,mu_sanjosedeguanipa
par_sanjosedeguaribe,San Jose De Guaribe,896,mu_sanjosedeguaribe
par_sanjosedelacosta,San Jose De La Costa,897,mu_piritu_fal
par_sanjosedelamontana,San Jose De La Montana,898,mu_guanare
par_sanjosedeperija,San Jose De Perija,899,mu_machiquesdeperija
par_sanjosedesaguaz,San Jose De Saguaz,900,mu_sucre_por
par_sanjosedetiznados,San Jose De Tiznados,901,mu_ortiz
par_sanjosedeunare,San Jose De Unare,902,mu_pedrozaraza
par_sanjosedelsur,San Jose Del Sur,903,mu_campoelias
par_sanjosecito,San Josecito,904,mu_torbes
par_sanjuanlib,San Juan,905,mu_libertador_dis
par_sanjuansuc,San Juan,906,mu_sucre_mer
par_san_juan_bautista_dia,San Juan Bautista,907,mu_diaz
par_sanjuanbautista,San Juan Bautista,908,mu_sancristobal
par_sanjuandecolon,San Juan de Colon,909,mu_ayacucho
par_sanjuandeguanaguanare,San Juan De Guanaguanare,910,mu_guanare
par_sanjuandelasgaldonas,San Juan De Las Galdonas,911,mu_arismendi_suc
par_sanjuandeloscayos,San Juan De Los Cayos,912,mu_acosta_fal
par_sanjuandelosmorros,San Juan De Los Morros,913,mu_juangermanroscio
par_sanjuandemanapiare,San Juan de Manapiare,914,mu_autonomomanapiare
par_sanjuandepayara,San Juan De Payara,915,mu_pedrocamejo
par_sanjudastadeo,San Judas Tadeo,916,mu_sanjudastadeo
par_sanlorenzo,San Lorenzo,917,mu_montes
par_sanlorenzodetiznados,San Lorenzo De Tiznados,918,mu_ortiz
par_sanluisbol,San Luis,919,mu_bolivar_fal
par_sanluisval,San Luis,920,mu_valera
par_sanmartindeporres,San Martin De Porres,921,mu_libertador_ara
par_sanmateo,San Mateo,922,mu_libertad_anz
par_sanmiguel,San Miguel,923,mu_fernandodepenalver
par_sanmigueljim,San Miguel,924,mu_jimenez
par_sanmiguelurd,San Miguel,925,mu_urdaneta_lar
par_sanmiguelboc,San Miguel,926,mu_bocono
par_sanpablo,San Pablo,927,mu_juanmanuelcajigal
par_sanpablopan,San Pablo,928,mu_panamericano
par_sanpablosuc,San Pablo,929,mu_sucre_tac
par_sanpedrolib,San Pedro,930,mu_libertador_dis
par_sanpedrogua,San Pedro,931,mu_guaicaipuro
par_sanpedrodelrio,San Pedro Del Rio,932,mu_ayacucho
par_sanrafaeltuc,San Rafael,933,mu_tucupita
par_sanrafaelran,San Rafael,934,mu_rangel
par_sanrafaelmar,San Rafael,935,mu_mara
par_sanrafaeldealcazar,San Rafael De Alcazar,936,mu_obisporamosdelora
par_sanrafaeldeatamaica,San Rafael De Atamaica,937,mu_sanfernando
par_sanrafaeldelaya,San Rafael De Laya,938,mu_josefelixribas_gua
par_sanrafaeldeorituco,San Rafael De Orituco,939,mu_josetadeomonagas
par_sanrafaeldepaloalzado,San Rafael De Palo Alzado,940,mu_sucre_por
par_sanrafaeldelpinal,San Rafael del Pinal,941,mu_fernandezfeo
par_sansebastiansan,San Sebastian,942,mu_sansebastian
par_sancristobal,San Sebastian,943,mu_sancristobal
par_sansilvestre,San Silvestre,944,mu_barinas
par_san_simon_mat,San Simon,945,mu_maturin
par_sansimon,San Simon,946,mu_simonrodriguez_tac
par_santimoteo,San Timoteo,947,mu_baralt
par_sanvicentemun,San Vicente,948,mu_munoz
par_sanvicentemat,San Vicente,949,mu_maturin
par_santaana,Santa Ana,950,mu_santaana
par_santaanacar,Santa Ana,951,mu_carirubana
par_santaanamir,Santa Ana,952,mu_miranda_fal
par_santaanagom,Santa Ana,953,mu_gomez
par_santaanapam,Santa Ana,954,mu_pampan
par_santaanadeltachira,Santa Ana del Tachira,955,mu_cordoba
par_santaapoloniatul,Santa Apolonia,956,mu_tuliofebrescordero
par_santaapoloniala,Santa Apolonia,957,mu_laceiba
par_santabarbarafra,Santa Barbara,958,mu_franciscodelcarmencarvajal
par_santabarbaraeze,Santa Barbara,959,mu_ezequielzamora_bar
par_santabarbaraang,Santa Barbara,960,mu_angostura
par_santabarbaratom,Santa Barbara,961,mu_tomaslander
par_santabarbarasan,Santa Barbara,962,mu_santabarbara
par_santabarbaracol,Santa Barbara,963,mu_colon
par_santacatalinasos,Santa Catalina,964,mu_sosa
par_santacatalinaber,Santa Catalina,965,mu_bermudez
par_santaclara,Santa Clara,966,mu_josegregoriomonagas
par_santacruz,Santa Cruz,967,mu_joseangellamas
par_santacruztur,Santa Cruz,968,mu_turen
par_santacruzrib,Santa Cruz,969,mu_ribero
par_santacruzcar,Santa Cruz,970,mu_carache
par_santacruzdebucaral,Santa Cruz De Bucaral,971,mu_union
par_santacruzdeguacas,Santa Cruz De Guacas,972,mu_andreseloyblanco_bar
par_santacruzdemora,Santa Cruz De Mora,973,mu_antoniopintosalinas
par_santacruzdelzulia,Santa Cruz Del Zulia,974,mu_colon
par_santaelenadearenales,Santa Elena De Arenales,975,mu_obisporamosdelora
par_santaelenadeuairen,Santa Elena De Uairen,976,mu_gransabana
par_santafe,Santa Fe,977,mu_sanrafaeldeonoto
par_santaineslib,Santa Ines,978,mu_libertad_anz
par_santainesbar,Santa Ines,979,mu_barinas
par_santainessuc,Santa Ines,980,mu_sucre_suc
par_santaisabel,Santa Isabel,981,mu_andresbello_tru
par_santaluciabar,Santa Lucia,982,mu_barinas
par_santaluciamar,Santa Lucia,983,mu_maracaibo
par_santaluciadeltuy,Santa Lucia del Tuy,984,mu_pazcastillo
par_santamaria,Santa Maria,985,mu_ribero
par_santamariadecaparo,Santa Maria De Caparo,986,mu_padrenoguera
par_santamariadeipire,Santa Maria De Ipire,987,mu_santamariadeipire
par_santamariadelhorcon,Santa Maria Del Horcon,988,mu_montecarmelo
par_santaritafra,Santa Rita,989,mu_franciscolinaresalcantara
par_santaritaesc,Santa Rita,990,mu_escuque
par_santaritasan,Santa Rita,991,mu_santarita
par_santaritademanapire,Santa Rita De Manapire,992,mu_lasmercedes
par_santarosa,Santa Rosa,993,mu_pedromariafreites
